machine_id,start_time
m_2755,519496
m_846,519325
m_1454,519497
m_2476,519475
m_1006,519324
m_1435,519324
m_2448,519495
m_1073,519325
m_2485,519324
m_351,519497
m_1201,519325
m_566,519324
m_3817,519324
m_1542,519497
m_3630,519324
m_2875,519324
m_2105,519497
m_406,519325
m_780,519497
m_2637,519496
m_3330,519497
m_2879,519325
m_2525,519324
m_691,519324
m_1765,519476
m_1823,519495
m_859,519476
m_1958,519324
m_2680,519324
m_110,519324
m_2745,519475
m_1610,519497
m_656,519496
m_3210,519325
m_1103,519476
m_1195,519476
m_3522,519496
m_1443,519476
m_2807,519497
m_2096,519497
m_3949,519324
m_1721,519496
m_2835,519495
m_2981,519325
m_1274,519325
m_1843,519497
m_1981,519325
m_1794,519324
m_902,519323
m_2850,519497
m_1844,519497
m_1759,519476
m_4016,519324
m_2412,519476
m_531,519476
m_1117,519476
m_593,519324
m_2595,519323
m_3346,519497
m_161,519498
m_226,519324
m_871,519497
m_3716,519497
m_1996,519476
m_1615,519495
m_2877,519475
m_1515,519323
m_561,519497
m_1848,519324
m_2563,519324
m_1825,519495
m_3993,519323
m_2198,519324
m_1170,519498
m_2676,519475
m_1820,519325
m_363,519475
m_725,519325
m_209,519325
m_2150,519533
m_1016,519325
m_2572,519497
m_2417,519475
m_1191,519475
m_3302,519496
m_2936,519497
m_1302,519497
m_3989,519496
m_2422,519325
m_980,519324
m_3984,519497
m_3276,519496
m_963,519497
m_1596,519324
m_2080,519325
m_163,519324
m_1793,519325
m_989,519497
m_1962,519497
m_279,519496
m_3236,519324
m_3164,519323
m_2132,519324
m_2764,519323
m_548,519496
m_73,519497
m_1567,519497
m_853,519496
m_1831,519496
m_3812,519497
m_1784,519497
m_65,519497
m_2489,519325
m_1029,519324
m_122,519475
m_2195,519324
m_2895,519324
m_1637,519325
m_3085,519325
m_863,519498
m_3864,519496
m_2525,519533
m_778,519325
m_2355,519324
m_3911,519497
m_766,519496
m_2173,519324
m_977,519497
m_3813,519324
m_686,519497
m_3568,519496
m_3182,519323
m_3761,519495
m_329,519324
m_2914,519497
m_913,519497
m_2434,519325
m_1940,519323
m_1568,519498
m_3627,519476
m_1188,519497
m_787,519324
m_1446,519324
m_2903,519325
m_1005,519476
m_1687,519325
m_2267,519324
m_134,519476
m_859,519324
m_1703,519323
m_1828,519497
m_3755,519497
m_3310,519476
m_741,519325
m_3822,519497
m_3526,519497
m_1010,519324
m_3309,519495
m_917,519496
m_1004,519497
m_852,519497
m_2756,519497
m_1277,519497
m_171,519497
m_1226,519497
m_3272,519324
m_1638,519497
m_3631,519476
m_3509,519496
m_3932,519324
m_332,519325
m_447,519325
m_3571,519497
m_3643,519325
m_1485,519497
m_1398,519496
m_2624,519496
m_966,519325
m_2719,519497
m_2989,519475
m_840,519497
m_1890,519324
m_1622,519497
m_2015,519495
m_2199,519497
m_743,519324
m_1715,519323
m_1862,519323
m_2942,519496
m_2127,519497
m_3820,519497
m_2594,519496
m_1036,519325
m_472,519325
m_3712,519323
m_479,519497
m_3202,519324
m_3571,519476
m_2965,519325
m_1433,519498
m_701,519497
m_2511,519475
m_3635,519325
m_1814,519476
m_2205,519496
m_2902,519475
m_1843,519476
m_459,519496
m_2391,519478
m_1263,519496
m_1554,519324
m_3799,519497
m_1172,519323
m_1601,519325
m_831,519323
m_1710,519325
m_1320,519324
m_1450,519324
m_424,519324
m_3921,519476
m_1626,519476
m_2354,519324
m_305,519325
m_1019,519325
m_1776,519495
m_2701,519325
m_3248,519497
m_3639,519476
m_2362,519497
m_1418,519325
m_2735,519497
m_1357,519324
m_1605,519496
m_3920,519495
m_3149,519475
m_1959,519325
m_890,519497
m_2202,519497
m_1619,519495
m_2408,519496
m_676,519497
m_1313,519478
m_1,519324
m_1215,519496
m_2948,519497
m_314,519498
m_3451,519496
m_2467,519325
m_1168,519325
m_3026,519497
m_1000,519497
m_2843,519497
m_3360,519325
m_2302,519498
m_2400,519324
m_2503,519495
m_2592,519476
m_159,519475
m_1724,519325
m_1902,519476
m_393,519325
m_407,519497
m_3645,519496
m_514,519497
m_1908,519497
m_1976,519496
m_2206,519324
m_943,519325
m_2649,519497
m_3461,519325
m_2038,519325
m_1050,519497
m_2218,519498
m_478,519498
m_1638,519325
m_754,519497
m_2132,519498
m_531,519497
m_3400,519498
m_1773,519495
m_3135,519325
m_2208,519324
m_1020,519476
m_2566,519496
m_133,519497
m_249,519496
m_1675,519497
m_2961,519323
m_1301,519497
m_1970,519498
m_25,519324
m_3809,519323
m_1603,519498
m_2541,519497
m_1712,519324
m_322,519325
m_965,519497
m_1185,519497
m_286,519497
m_2449,519496
m_2643,519476
m_3105,519323
m_1842,519476
m_3679,519497
m_2887,519319
m_3072,519324
m_2350,519324
m_3179,519323
m_3486,519324
m_2906,519325
m_781,519497
m_3199,519497
m_3453,519497
m_3259,519325
m_414,519497
m_2227,519497
m_3642,519325
m_2076,519476
m_744,519325
m_2525,519497
m_152,519324
m_3466,519323
m_2838,519323
m_1629,519325
m_1851,519497
m_2450,519477
m_3264,519533
m_2243,519497
m_2853,519497
m_1244,519496
m_2280,519495
m_553,519476
m_1230,519324
m_3886,519324
m_62,519476
m_704,519497
m_1113,519497
m_281,519496
m_1964,519323
m_1326,519325
m_807,519497
m_3292,519476
m_1533,519323
m_3154,519498
m_2230,519323
m_103,519497
m_1981,519497
m_1256,519475
m_1968,519497
m_3822,519533
m_686,519324
m_925,519495
m_3818,519497
m_2980,519497
m_436,519497
m_998,519495
m_3430,519498
m_2036,519497
m_48,519497
m_256,519496
m_2756,519324
m_387,519323
m_1325,519325
m_2847,519325
m_2573,519325
m_252,519325
m_1674,519497
m_801,519475
m_3128,519476
m_1110,519499
m_3007,519324
m_2838,519497
m_3055,519498
m_1653,519324
m_2973,519323
m_3392,519324
m_1987,519325
m_986,519497
m_1099,519476
m_2555,519497
m_1105,519476
m_1417,519496
m_2111,519495
m_477,519476
m_1753,519325
m_3634,519324
m_2122,519324
m_1526,519325
m_850,519476
m_1949,519497
m_1856,519496
m_2689,519323
m_3516,519497
m_485,519323
m_1146,519497
m_1665,519475
m_2329,519324
m_3519,519325
m_1436,519325
m_1666,519498
m_3385,519325
m_1622,519476
m_1112,519324
m_2146,519495
m_3965,519475
m_400,519497
m_1608,519497
m_137,519324
m_3199,519323
m_3845,519324
m_1927,519475
m_3942,519325
m_2391,519495
m_1655,519495
m_2629,519323
m_1815,519325
m_3703,519323
m_520,519497
m_1777,519475
m_1166,519497
m_1313,519475
m_40,519475
m_2776,519496
m_2670,519495
m_2584,519497
m_3060,519323
m_3798,519497
m_1598,519323
m_3630,519496
m_1362,519497
m_2855,519476
m_1062,519497
m_1211,519325
m_3003,519324
m_493,519497
m_3961,519324
m_1742,519325
m_1651,519497
m_1092,519476
m_2494,519497
m_3433,519496
m_2227,519476
m_2792,519495
m_2045,519324
m_2672,519497
m_32,519497
m_1013,519475
m_1129,519475
m_1027,519324
m_3708,519476
m_2487,519497
m_812,519497
m_281,519324
m_3211,519498
m_2798,519325
m_138,519497
m_2233,357682
m_883,357682
m_2665,357682
m_2728,357682
m_568,357682
m_2143,357682
m_3124,357682
m_2808,357682
m_2066,357682
m_2726,357682
m_3599,357682
m_241,357682
m_672,357682
m_997,357682
m_767,357682
m_2499,357682
m_1586,357682
m_1738,357683
m_3068,357682
m_3434,357682
m_705,357682
m_1757,357682
m_3254,357682
m_2171,357682
m_296,357686
m_1942,357682
m_3218,357682
m_337,357682
m_2502,357682
m_3980,357682
m_3816,357682
m_3613,357682
m_934,357682
m_2144,357682
m_196,357682
m_3888,357682
m_2623,357682
m_701,357682
m_97,357682
m_510,357682
m_3971,357682
m_3221,357682
m_999,357695
m_1174,357682
m_3449,357682
m_1451,357682
m_1601,357682
m_3221,357682
m_2503,357682
m_911,357703
m_1628,357682
m_3405,357682
m_2938,357682
m_2991,357682
m_2196,357682
m_227,357682
m_3637,357682
m_2100,357682
m_2710,357682
m_3522,357682
m_2833,357682
m_501,357682
m_3809,357682
m_3440,357682
m_1547,357682
m_1853,357682
m_3959,357682
m_1214,357682
m_2789,357714
m_2670,357682
m_2471,357682
m_3295,357682
m_3934,357682
m_1249,357683
m_1128,357682
m_615,357682
m_915,357682
m_1194,357682
m_3728,357682
m_2447,357682
m_30,357682
m_84,357682
m_3322,357682
m_1558,357682
m_3227,357682
m_2928,357682
m_3058,357682
m_2688,357682
m_3195,357682
m_2279,357689
m_3067,357686
m_2136,357682
m_1920,357682
m_608,357682
m_1553,357682
m_734,357682
m_3328,357682
m_637,357682
m_2954,357682
m_3703,357682
m_1761,357682
m_1885,357682
m_146,357682
m_133,357682
m_3939,357682
m_566,357682
m_2712,357682
m_499,357682
m_593,357682
m_677,357682
m_331,357682
m_2095,357682
m_1072,357682
m_506,357682
m_1193,357682
m_780,357682
m_162,357682
m_1506,357682
m_3814,357682
m_2799,357682
m_3151,357682
m_107,357682
m_530,357682
m_1609,357682
m_3149,357682
m_2513,357683
m_540,357682
m_439,357682
m_3969,357682
m_3076,357682
m_3157,357682
m_351,357687
m_1953,357683
m_1725,483647
m_2533,496866
m_135,496905
m_666,496866
m_3472,496866
m_4014,496866
m_1361,496866
m_2965,496866
m_821,496905
m_220,496866
m_1219,496866
m_1906,496905
m_28,496905
m_3407,496905
m_2974,496866
m_1209,496866
m_3887,496866
m_1315,496866
m_2959,496866
m_2771,496867
m_330,496866
m_1431,496866
m_3926,496866
m_267,496866
m_2766,496905
m_1856,496866
m_3704,496905
m_3278,496866
m_321,496867
m_331,496905
m_4018,496866
m_2108,496866
m_2018,496866
m_2022,496866
m_3836,496905
m_20,496866
m_442,496866
m_3227,496866
m_2345,496866
m_3028,496866
m_775,496866
m_1525,496905
m_2653,496866
m_1014,496866
m_20,496905
m_3744,496905
m_2091,496866
m_89,496866
m_1626,496906
m_2195,496866
m_2106,496866
m_330,496905
m_1286,496866
m_2893,496866
m_2774,496866
m_3203,496866
m_2913,496866
m_1344,496866
m_3200,496866
m_1211,496867
m_1592,496866
m_1585,496906
m_2296,496866
m_3818,496905
m_1507,496866
m_1950,496866
m_2735,496905
m_2703,496866
m_948,496866
m_1512,496866
m_468,496905
m_3993,496905
m_879,496866
m_2403,496866
m_3009,496866
m_470,496905
m_2638,497042
m_1126,496866
m_909,496866
m_2046,496866
m_3809,496866
m_1757,496866
m_1739,496866
m_3428,496866
m_3890,496866
m_2199,496866
m_3205,496866
m_180,496905
m_1958,496866
m_834,496866
m_2432,496866
m_2476,496866
m_3150,496905
m_2781,496866
m_2593,496866
m_3654,496866
m_2499,496866
m_3831,496866
m_1991,496866
m_1489,496866
m_1724,496866
m_557,496866
m_3264,496866
m_815,496905
m_2082,496905
m_162,496866
m_3640,496866
m_1015,496866
m_1340,496866
m_1009,496866
m_2225,496866
m_3901,496866
m_134,496866
m_703,496866
m_3522,496866
m_56,496866
m_4,496866
m_3811,496866
m_1442,496866
m_3066,496867
m_2932,496866
m_324,496866
m_3366,496866
m_219,496866
m_3944,496866
m_794,496866
m_2886,496866
m_1354,496866
m_1042,496866
m_1957,496866
m_2517,496866
m_180,496866
m_1557,496866
m_838,496866
m_2948,496866
m_2988,496866
m_1872,496866
m_1217,496866
m_3482,496905
m_1246,496905
m_1768,496866
m_1384,496867
m_2526,496866
m_1850,496866
m_477,496866
m_2558,496866
m_3022,496867
m_2320,496866
m_92,496866
m_2695,496866
m_2401,496866
m_1628,496866
m_1623,496866
m_1404,496866
m_3642,496866
m_3266,496866
m_1009,496905
m_27,496905
m_814,496866
m_1699,496866
m_1992,496866
m_2400,496905
m_1558,496866
m_995,496866
m_1827,496866
m_2693,496866
m_375,496866
m_1102,496866
m_832,496866
m_738,496866
m_671,496866
m_812,496866
m_2565,496866
m_3903,496866
m_1129,496866
m_3933,496867
m_3492,496866
m_2255,496866
m_906,496866
m_612,496866
m_3557,496866
m_928,496866
m_2939,99209
m_2062,99207
m_215,99207
m_1052,99208
m_1092,99209
m_2100,99208
m_3030,99494
m_1771,99207
m_1130,99208
m_1230,99209
m_841,99207
m_2122,99494
m_1184,99494
m_1645,99208
m_1793,99357
m_3519,99207
m_2157,99494
m_314,99208
m_492,99205
m_474,99205
m_1934,99207
m_2190,99208
m_2284,99205
m_2485,99206
m_1793,99207
m_2047,99207
m_2046,99209
m_2013,99495
m_2504,99208
m_3135,99208
m_813,99212
m_2760,99495
m_3493,99208
m_1921,99494
m_3681,99208
m_870,99208
m_3829,99209
m_1162,99207
m_2905,99209
m_2016,99208
m_2455,99209
m_1081,99209
m_2657,99207
m_935,99207
m_3237,99207
m_1093,99357
m_231,99207
m_3216,99209
m_1883,99207
m_2386,99207
m_661,99207
m_1605,99205
m_1978,99209
m_625,99207
m_2211,99494
m_2129,99207
m_3932,99209
m_99,99207
m_376,99208
m_603,99209
m_3327,99208
m_1648,99208
m_1144,99209
m_3145,99209
m_520,99207
m_521,99207
m_3313,99209
m_3210,99208
m_51,99207
m_3081,99207
m_2177,99207
m_439,99207
m_3849,99208
m_1327,99494
m_2311,99207
m_2293,99207
m_555,99208
m_1647,99207
m_3280,99207
m_240,99208
m_2052,99207
m_3158,99208
m_1417,99209
m_1461,99207
m_3260,99208
m_388,99357
m_787,99207
m_2454,99207
m_2626,99209
m_3238,99207
m_1113,99207
m_3964,99208
m_53,99207
m_3195,99208
m_3030,99207
m_3049,99208
m_648,99494
m_3329,99208
m_2565,99207
m_262,99209
m_643,99208
m_3754,99208
m_325,99208
m_3664,99208
m_3902,99208
m_861,99207
m_1425,99207
m_3868,99209
m_898,99209
m_2193,99213
m_3703,99494
m_298,99357
m_2841,99207
m_2156,99494
m_766,99208
m_227,99207
m_3103,99209
m_3441,99208
m_1049,99208
m_2975,99208
m_596,99208
m_3215,99209
m_1116,99208
m_33,99207
m_1192,99208
m_829,99207
m_2871,99207
m_3557,99207
m_2813,99207
m_1603,99494
m_666,99208
m_493,99209
m_3659,99207
m_1404,99208
m_1628,99494
m_3252,99357
m_1742,99209
m_792,99209
m_1924,99208
m_540,99208
m_881,99494
m_2132,99209
m_3027,99209
m_1750,99208
m_2457,99207
m_2309,99209
m_2008,99209
m_1287,99209
m_3289,99208
m_716,99208
m_2078,99208
m_3781,99207
m_2141,99208
m_1480,99494
m_497,99208
m_2493,99357
m_750,99209
m_2820,99357
m_221,99207
m_3294,99495
m_3561,99207
m_545,99209
m_2775,99208
m_1959,99207
m_1091,99208
m_476,99208
m_3563,99208
m_1033,99208
m_87,99208
m_1009,99207
m_1951,99208
m_3015,99208
m_3883,99208
m_2124,99209
m_3650,99209
m_2972,99209
m_1621,99207
m_647,99208
m_3837,99208
m_4004,99207
m_2614,99208
m_3736,99207
m_1659,99208
m_2103,99209
m_27,99205
m_383,99208
m_2064,99208
m_764,99207
m_3172,99207
m_1586,99494
m_1256,99494
m_2424,99207
m_2835,99207
m_1503,99208
m_2503,99207
m_1962,99207
m_3000,99209
m_3787,99209
m_2348,99209
m_3697,99208
m_1633,99205
m_1203,99207
m_3591,99205
m_1815,99207
m_525,99207
m_574,99209
m_3836,99208
m_2779,99494
m_775,99209
m_3589,99207
m_572,99207
m_1969,99209
m_971,99205
m_2799,99208
m_1482,99494
m_3996,99208
m_3382,99209
m_959,99208
m_3925,99209
m_558,99208
m_913,99208
m_1186,99208
m_2194,99208
m_3808,99208
m_3967,99208
m_162,99207
m_549,99209
m_503,99207
m_3527,99209
m_786,99208
m_2729,99357
m_3733,99207
m_3747,99207
m_2133,99357
m_1196,99494
m_809,99208
m_1990,99209
m_2574,99208
m_3020,99207
m_2774,99208
m_1950,99207
m_2405,99494
m_3766,99207
m_1055,99209
m_417,99207
m_2625,99495
m_3842,99207
m_1720,99494
m_2262,99209
m_3513,99209
m_1285,99209
m_3325,99205
m_31,99207
m_301,99208
m_1773,99208
m_3686,99208
m_3510,99207
m_1929,99209
m_2418,99209
m_3807,99208
m_3100,99208
m_2390,99209
m_622,99208
m_3558,99207
m_2500,99209
m_2570,99208
m_2976,99208
m_3948,99209
m_2803,99208
m_1918,99208
m_2496,99494
m_137,99207
m_1038,99208
m_721,99207
m_1176,99205
m_3267,99208
m_402,99207
m_1441,99208
m_17,99494
m_1105,99209
m_1476,99208
m_3025,99494
m_2576,99207
m_2704,99208
m_3094,99207
m_996,99209
m_1877,99208
m_2827,99205
m_3183,99208
m_1686,99208
m_328,99357
m_4031,99208
m_2009,99208
m_3768,99209
m_443,99207
m_3418,99209
m_2246,99209
m_3886,99208
m_1999,99209
m_1138,99209
m_1348,99208
m_1092,99205
m_1983,99208
m_315,99357
m_2418,99494
m_3910,99494
m_2476,99208
m_134,99209
m_693,99494
m_3601,99209
m_102,99209
m_1390,99209
m_2460,99207
m_725,99208
m_778,99207
m_2915,99209
m_2909,99207
m_3461,99208
m_1400,99495
m_3029,99209
m_2544,99209
m_1755,99208
m_1597,99357
m_595,99209
m_600,99208
m_3041,99209
m_3970,99207
m_1255,99494
m_1132,99208
m_3827,99207
m_3581,99208
m_3801,99207
m_1109,99357
m_531,99209
m_2017,99208
m_118,99208
m_492,99494
m_2923,99494
m_2927,99209
m_1045,99207
m_3648,99207
m_3395,99209
m_2285,99494
m_331,99207
m_804,99209
m_886,99209
m_1397,99208
m_3017,99208
m_2421,99494
m_728,99207
m_515,99207
m_2072,99209
m_1217,99207
m_2038,99209
m_3459,99357
m_1320,99207
m_1001,99494
m_40,99209
m_1419,99208
m_3211,99208
m_2656,99208
m_2525,99207
m_3918,99208
m_2094,99207
m_444,99208
m_1029,99208
m_3310,99208
m_57,99208
m_3775,99209
m_2236,99207
m_3704,99209
m_2748,99207
m_3255,99209
m_2607,99207
m_2701,99208
m_3224,99209
m_3018,99205
m_3188,99208
m_3011,99208
m_3773,99207
m_554,99208
m_699,99207
m_144,99494
m_2501,99207
m_338,99494
m_2584,99208
m_132,99208
m_2896,99207
m_3345,99208
m_2163,99357
m_448,99209
m_2114,99207
m_3533,99206
m_143,99494
m_3920,99208
m_2536,99207
m_3288,99208
m_3942,99207
m_3709,99209
m_6,99208
m_1022,99208
m_1242,99494
m_2792,99207
m_1271,99494
m_2284,99357
m_3831,99494
m_3867,99208
m_2948,99209
m_217,99208
m_1017,99208
m_2306,99207
m_1812,99208
m_3037,99207
m_2170,99209
m_3200,99208
m_1211,99208
m_1234,99494
m_3278,99208
m_1486,99494
m_3565,99208
m_3048,99208
m_1213,99209
m_3954,99208
m_3656,99494
m_630,99209
m_2796,99209
m_1880,99208
m_1476,99494
m_2414,99207
m_3919,99207
m_3724,99207
m_126,99209
m_2443,99209
m_316,99209
m_3818,99206
m_2577,99209
m_619,99208
m_1399,99208
m_2668,99494
m_2865,99205
m_2086,99207
m_3362,99208
m_1661,99207
m_3128,99208
m_1957,99208
m_2543,99208
m_1878,99209
m_2431,99207
m_988,99207
m_1072,99208
m_2000,99207
m_1472,99208
m_646,99208
m_212,99208
m_1630,99208
m_1256,99208
m_2788,99208
m_84,99494
m_414,99494
m_2131,99208
m_2838,99209
m_2,99208
m_3635,99494
m_815,99209
m_2446,99494
m_2327,99208
m_1781,99209
m_1060,99207
m_831,99208
m_400,99205
m_1408,99208
m_2922,99357
m_2266,99494
m_2204,99208
m_3692,99208
m_3763,99207
m_240,99205
m_3729,99209
m_3405,99207
m_594,99209
m_2959,99209
m_3317,99207
m_673,99209
m_697,99207
m_3643,99208
m_1845,99208
m_3287,99207
m_1656,99207
m_2116,99208
m_148,99208
m_903,99207
m_1598,99208
m_473,99208
m_1468,99207
m_2745,99208
m_394,99207
m_2571,99494
m_20,99208
m_3258,99209
m_481,99207
m_1170,99208
m_3977,99494
m_3986,99207
m_3302,99208
m_3040,99357
m_2848,99208
m_859,99208
m_566,99208
m_84,99207
m_1938,99208
m_76,99209
m_571,99205
m_1542,99209
m_1824,99208
m_2857,99208
m_1672,99209
m_1286,99357
m_1025,99208
m_2809,99208
m_1974,99205
m_2844,99208
m_2322,99208
m_3261,99209
m_1365,99207
m_75,99208
m_3421,99207
m_3061,99208
m_1318,99207
m_2191,99208
m_3223,99207
m_2963,99208
m_3472,99207
m_3166,99208
m_2464,99207
m_931,99207
m_3813,99207
m_3572,99209
m_3161,99208
m_1691,99207
m_2007,99208
m_3655,99207
m_2633,99208
m_521,99357
m_3553,99494
m_2308,99208
m_450,99207
m_3223,99494
m_2422,99207
m_36,99207
m_3793,99208
m_597,99208
m_638,99494
m_3285,99495
m_3122,99209
m_2603,99209
m_2843,99209
m_3300,99207
m_493,99494
m_892,99205
m_3462,99209
m_2198,99209
m_1593,99207
m_129,99208
m_2619,99208
m_216,99207
m_1250,99207
m_3116,99208
m_352,99207
m_1344,99207
m_1733,99357
m_117,99208
m_2226,99205
m_428,99207
m_3678,99209
m_3984,99209
m_3780,99208
m_3411,99205
m_3239,99207
m_3454,99494
m_3134,99208
m_4018,99208
m_3101,99208
m_3455,99205
m_3628,99208
m_2907,99208
m_3488,99357
m_1094,99207
m_1470,99208
m_484,99208
m_2138,99207
m_3637,99207
m_150,99357
m_1935,99207
m_889,99208
m_396,99208
m_2255,99207
m_127,99207
m_1135,99208
m_2663,99209
m_3676,99207
m_105,99208
m_1890,99207
m_3285,99209
m_3151,99494
m_1987,99207
m_2516,99207
m_200,99208
m_1148,99207
m_746,99207
m_32,99494
m_1451,99207
m_477,99209
m_2671,99357
m_1601,99206
m_75,99494
m_1442,99207
m_2724,99494
m_1563,99207
m_992,99494
m_220,99205
m_2893,99494
m_3782,99357
m_2270,99357
m_3720,99209
m_46,99209
m_1520,99209
m_1644,99495
m_1253,99208
m_714,99494
m_2381,99494
m_2903,99208
m_1522,99494
m_735,99208
m_3227,99208
m_430,99208
m_3700,99209
m_106,99209
m_1255,99208
m_2756,99207
m_3215,99494
m_1820,99207
m_2449,99208
m_3294,99208
m_1402,99207
m_1342,99207
m_243,99207
m_1373,99209
m_1422,99208
m_1619,99209
m_3564,99208
m_1746,99209
m_1206,99209
m_319,99208
m_819,99207
m_2126,99209
m_2323,99209
m_758,99208
m_1144,99494
m_1160,99209
m_2296,99494
m_217,99357
m_247,99208
m_1119,99209
m_2885,99209
m_438,99209
m_3301,99208
m_487,99208
m_2163,99207
m_3364,99208
m_2557,99357
m_834,99207
m_3388,99207
m_472,99208
m_2644,99208
m_2589,99207
m_3737,99207
m_1637,99207
m_1614,99207
m_1265,99494
m_435,99209
m_3151,99209
m_64,99208
m_2269,99208
m_3847,99208
m_3480,99494
m_2409,99494
m_1252,99208
m_1172,99207
m_1292,99207
m_1753,99208
m_3480,99208
m_947,99495
m_1511,99208
m_2781,99209
m_3897,99357
m_2766,99207
m_2594,99208
m_2894,99494
m_2684,99207
m_1499,99207
m_3870,99205
m_4,99208
m_3340,99208
m_1817,99208
m_2988,99357
m_1907,99209
m_2514,99208
m_2689,99209
m_2426,99207
m_3945,99208
m_4021,99494
m_2998,99207
m_960,99208
m_1831,99208
m_1328,99208
m_1339,99209
m_1322,99494
m_4000,99494
m_1968,99208
m_2792,99357
m_122,99209
m_1514,99209
m_1110,99209
m_1702,99209
m_2534,99207
m_723,99208
m_3936,99208
m_3098,99209
m_2461,99207
m_229,99209
m_3795,99207
m_522,99208
m_2201,99208
m_3467,99209
m_951,99207
m_230,99209
m_1238,99209
m_3189,99494
m_1580,99208
m_1629,99494
m_3600,99208
m_3884,99207
m_1707,99209
m_307,99209
m_77,99207
m_512,99205
m_109,99208
m_800,99206
m_2916,99205
m_3940,99209
m_1912,99209
m_1366,99208
m_1662,99209
m_407,99494
m_58,99209
m_1403,99357
m_2213,99207
m_1297,99209
m_649,99207
m_3331,99494
m_3363,99208
m_239,99209
m_161,99357
m_2048,99208
m_361,99208
m_933,99357
m_2183,99207
m_2560,99208
m_2505,99209
m_11,99495
m_1338,99208
m_1879,99207
m_1497,99494
m_1703,99494
m_1208,99209
m_2740,99494
m_3178,99206
m_3969,99207
m_88,99209
m_586,99208
m_662,99208
m_1939,99209
m_707,99208
m_406,99207
m_2668,99207
m_3213,99208
m_3012,99209
m_2395,99207
m_2073,99209
m_541,99209
m_3007,99494
m_3702,99208
m_442,99208
m_1369,99208
m_656,99494
m_974,99207
m_1024,99208
m_3991,99208
m_3314,99209
m_2453,99209
m_509,99208
m_3725,99494
m_3624,99208
m_97,99209
m_27,99494
m_1865,99494
m_26,99209
m_2757,99209
m_872,99208
m_770,99208
m_1764,99357
m_1145,99209
m_1701,99209
m_3781,99205
m_3299,99209
m_834,99357
m_3457,99207
m_3597,99205
m_2710,99207
m_1888,99208
m_949,99357
m_3244,99209
m_664,99208
m_1381,99207
m_2780,99208
m_290,99207
m_3373,99209
m_1388,99209
m_3936,99494
m_883,99208
m_163,99495
m_3056,99209
m_2263,99206
m_1439,99208
m_811,99207
m_2400,99207
m_1676,99494
m_3201,99208
m_2012,99205
m_1187,99209
m_1178,99209
m_2470,99209
m_1286,99207
m_3358,99208
m_1034,99208
m_2535,99206
m_3038,99209
m_1353,99207
m_2358,99208
m_769,99209
m_1919,99209
m_2546,99206
m_729,99208
m_3951,99208
m_115,99208
m_1985,99208
m_737,99209
m_1577,99494
m_2436,99208
m_1062,99207
m_65,99209
m_2406,99205
m_2144,99208
m_3571,99207
m_2953,99209
m_966,99207
m_3735,99208
m_1969,99205
m_154,99207
m_1008,99207
m_2148,99208
m_2643,99494
m_895,99208
m_2693,99209
m_1588,99207
m_1844,99208
m_928,99209
m_13,99207
m_2054,99208
m_551,99209
m_3384,99209
m_2184,99208
m_1175,99207
m_3035,99209
m_1589,99208
m_3564,99494
m_818,99494
m_1294,99494
m_3972,99209
m_822,99207
m_2301,99207
m_550,99205
m_1541,99207
m_3689,99208
m_1409,99494
m_3250,99208
m_307,99494
m_599,99209
m_1305,99208
m_925,99208
m_70,99205
m_607,99208
m_2276,99208
m_1478,99494
m_2143,99494
m_1127,99207
m_1784,99208
m_1639,99207
m_964,99495
m_430,99205
m_609,99208
m_3040,99207
m_3516,99208
m_771,99209
m_2437,99208
m_1756,99208
m_3471,99207
m_301,99494
m_3043,99205
m_182,99205
m_967,99208
m_1836,99208
m_3740,99357
m_851,99209
m_1529,99207
m_146,99207
m_1814,99209
m_3385,99207
m_1675,99208
m_1127,99494
m_3548,99206
m_1231,99207
m_3439,99209
m_3785,99208
m_1000,99209
m_1018,99357
m_2396,99209
m_3573,99205
m_1690,99209
m_1429,99207
m_2408,99208
m_354,99207
m_1215,99208
m_3857,99222
m_567,99208
m_3930,99207
m_805,99208
m_2442,99209
m_2591,99207
m_995,99207
m_285,99357
m_2036,99206
m_3570,99209
m_679,99207
m_2606,99209
m_1196,99207
m_3353,99209
m_2373,99207
m_3206,99207
m_701,99207
m_3908,99208
m_2304,99209
m_2404,99207
m_1764,99207
m_3065,99494
m_2564,99495
m_1456,99207
m_1201,99208
m_1906,99207
m_2106,99494
m_3318,99207
m_1148,99494
m_444,99205
m_2425,99207
m_692,99207
m_2172,99205
m_1395,99357
m_3369,99208
m_2822,99209
m_730,99207
m_190,99205
m_3342,99207
m_1671,99209
m_1374,99209
m_3544,99207
m_337,99209
m_1735,99207
m_2671,99207
m_2593,99207
m_2884,99494
m_3507,99494
m_1484,99207
m_2482,99209
m_3879,99206
m_1385,99209
m_1806,99207
m_2585,99208
m_318,99207
m_52,99208
m_2199,99208
m_2957,99209
m_3157,99209
m_2376,99208
m_1065,99208
m_3315,99207
m_1738,99208
m_149,99209
m_47,99207
m_1523,99208
m_3484,99357
m_2022,99208
m_2478,99208
m_901,99495
m_2748,99357
m_937,99209
m_441,99208
m_2815,99207
m_539,99494
m_3809,99209
m_561,99205
m_157,99207
m_2090,99208
m_562,99208
m_4033,99208
m_890,99207
m_3521,99208
m_852,99209
m_1435,99209
m_1151,99209
m_3065,99207
m_3173,99207
m_3466,99494
m_1260,99208
m_3764,99209
m_1601,99207
